datetime,transaction_id,provider_id,account_name,provider_name,operation_type,currency,amount,commission,commentary
2023-01-25 17:49:00,98_Proxima LTD_USD,,Proxima LTD_USD,,outcome,USD,700,17.5,transfer to fx
2023-01-25 17:51:00,118_Mega Trade_EUR,49.0,Mega Trade_EUR,Gold Fix,income,EUR,4200,0.0,"INVOICE: deposit, Mega Trade to EUR"
2023-01-25 17:53:00,119_Mega Trade_EUR,,Mega Trade_EUR,,outcome,EUR,700,15.399999999999999,transfer to fx
2023-01-25 21:37:00,110_Super Trader_USD,,Super Trader_USD,,outcome,USD,800,20.0,transfer to fx
2023-01-25 21:42:00,120_Mega Trade_EUR,,Mega Trade_EUR,,outcome,EUR,500,11.0,transfer to fx
2023-01-25 21:43:00,121_Proxima LTD_EUR,,Proxima LTD_EUR,,outcome,EUR,1000,22.0,transfer to fx
2023-01-26 01:36:00,108_Super Trader_EUR,,Super Trader_EUR,,outcome,EUR,700,15.399999999999999,transfer to fx
2023-01-26 01:39:00,121_Mega Trade_EUR,,Mega Trade_EUR,,outcome,EUR,800,17.599999999999998,transfer to fx
2023-01-26 01:42:00,99_Proxima LTD_USD,,Proxima LTD_USD,,outcome,USD,600,15.0,transfer to fx
2023-01-26 03:36:00,100_Proxima LTD_USD,,Proxima LTD_USD,,outcome,USD,900,22.5,transfer to fx
2023-01-26 03:38:00,122_Mega Trade_EUR,,Mega Trade_EUR,,outcome,EUR,900,19.799999999999997,transfer to fx
2023-01-26 03:41:00,109_Super Trader_EUR,,Super Trader_EUR,,outcome,EUR,600,13.2,transfer to fx
2023-01-26 06:32:00,98_Mega Trade_USD,,Mega Trade_USD,,outcome,USD,600,15.0,transfer to fx
2023-01-26 06:33:00,101_Proxima LTD_USD,,Proxima LTD_USD,,outcome,USD,800,20.0,transfer to fx
2023-01-26 06:36:00,110_Super Trader_EUR,,Super Trader_EUR,,outcome,EUR,600,13.2,transfer to fx
2023-01-26 09:32:00,111_Super Trader_USD,39.0,Super Trader_USD,Green Field,income,USD,6300,0.0,"INVOICE: deposit, Super Trader to USD"
2023-01-26 09:34:00,112_Super Trader_USD,,Super Trader_USD,,outcome,USD,900,22.5,transfer to fx
2023-01-26 09:35:00,102_Proxima LTD_USD,,Proxima LTD_USD,,outcome,USD,1000,25.0,transfer to fx
2023-01-26 09:39:00,99_Mega Trade_USD,,Mega Trade_USD,,outcome,USD,700,17.5,transfer to fx
2023-01-26 13:29:00,122_Proxima LTD_EUR,,Proxima LTD_EUR,,outcome,EUR,700,15.399999999999999,transfer to fx
2023-01-26 13:32:00,123_Mega Trade_EUR,,Mega Trade_EUR,,outcome,EUR,500,11.0,transfer to fx
2023-01-26 13:35:00,113_Super Trader_USD,,Super Trader_USD,,outcome,USD,600,15.0,transfer to fx
2023-01-26 15:26:00,100_Mega Trade_USD,,Mega Trade_USD,,outcome,USD,600,15.0,transfer to fx
2023-01-26 15:26:00,103_Proxima LTD_USD,,Proxima LTD_USD,,outcome,USD,500,12.5,transfer to fx
2023-01-26 15:30:00,111_Super Trader_EUR,,Super Trader_EUR,,outcome,EUR,700,15.399999999999999,transfer to fx
2023-01-26 17:17:00,114_Super Trader_USD,,Super Trader_USD,,outcome,USD,700,17.5,transfer to fx
2023-01-26 17:20:00,104_Proxima LTD_USD,,Proxima LTD_USD,,outcome,USD,500,12.5,transfer to fx
2023-01-26 17:23:00,124_Mega Trade_EUR,,Mega Trade_EUR,,outcome,EUR,900,19.799999999999997,transfer to fx
2023-01-26 19:04:00,105_Proxima LTD_USD,41.0,Proxima LTD_USD,Green Field,income,USD,4800,0.0,"INVOICE: deposit, Proxima LTD to USD"
2023-01-26 19:06:00,106_Proxima LTD_USD,,Proxima LTD_USD,,outcome,USD,600,15.0,transfer to fx
2023-01-26 19:11:00,115_Super Trader_USD,,Super Trader_USD,,outcome,USD,900,22.5,transfer to fx
2023-01-26 19:17:00,125_Mega Trade_EUR,41.0,Mega Trade_EUR,Green Field,income,EUR,5400,0.0,"INVOICE: deposit, Mega Trade to EUR"
2023-01-26 19:19:00,126_Mega Trade_EUR,,Mega Trade_EUR,,outcome,EUR,900,19.799999999999997,transfer to fx
2023-01-26 21:55:00,116_Super Trader_USD,,Super Trader_USD,,outcome,USD,700,17.5,transfer to fx
2023-01-26 21:58:00,127_Mega Trade_EUR,,Mega Trade_EUR,,outcome,EUR,500,11.0,transfer to fx
2023-01-26 22:00:00,123_Proxima LTD_EUR,51.0,Proxima LTD_EUR,Gold Fix,income,EUR,8000,0.0,"INVOICE: deposit, Proxima LTD to EUR"
2023-01-26 22:02:00,124_Proxima LTD_EUR,,Proxima LTD_EUR,,outcome,EUR,1000,22.0,transfer to fx
2023-01-26 23:53:00,128_Mega Trade_EUR,,Mega Trade_EUR,,outcome,EUR,500,11.0,transfer to fx
2023-01-26 23:57:00,117_Super Trader_USD,,Super Trader_USD,,outcome,USD,700,17.5,transfer to fx
2023-01-27 00:02:00,107_Proxima LTD_USD,,Proxima LTD_USD,,outcome,USD,500,12.5,transfer to fx
2023-01-27 02:52:00,112_Super Trader_EUR,,Super Trader_EUR,,outcome,EUR,800,17.599999999999998,transfer to fx
2023-01-27 02:58:00,129_Mega Trade_EUR,,Mega Trade_EUR,,outcome,EUR,500,11.0,transfer to fx
2023-01-27 02:59:00,125_Proxima LTD_EUR,,Proxima LTD_EUR,,outcome,EUR,800,17.599999999999998,transfer to fx
2023-01-27 05:45:00,108_Proxima LTD_USD,,Proxima LTD_USD,,outcome,USD,700,17.5,transfer to fx
2023-01-27 05:49:00,118_Super Trader_USD,,Super Trader_USD,,outcome,USD,1000,25.0,transfer to fx
2023-01-27 05:52:00,101_Mega Trade_USD,,Mega Trade_USD,,outcome,USD,800,20.0,transfer to fx
2023-01-27 08:34:00,109_Proxima LTD_USD,,Proxima LTD_USD,,outcome,USD,700,17.5,transfer to fx
2023-01-27 08:37:00,119_Super Trader_USD,,Super Trader_USD,,outcome,USD,600,15.0,transfer to fx
2023-01-27 08:42:00,102_Mega Trade_USD,43.0,Mega Trade_USD,Green Field,income,USD,4200,0.0,"INVOICE: deposit, Mega Trade to USD"
2023-01-27 08:44:00,103_Mega Trade_USD,,Mega Trade_USD,,outcome,USD,700,17.5,transfer to fx
2023-01-27 11:16:00,110_Proxima LTD_USD,,Proxima LTD_USD,,outcome,USD,900,22.5,transfer to fx
2023-01-27 11:20:00,120_Super Trader_USD,41.0,Super Trader_USD,Gold Fix,income,USD,5400,0.0,"INVOICE: deposit, Super Trader to USD"
2023-01-27 11:22:00,121_Super Trader_USD,,Super Trader_USD,,outcome,USD,900,22.5,transfer to fx
2023-01-27 11:27:00,104_Mega Trade_USD,,Mega Trade_USD,,outcome,USD,700,17.5,transfer to fx
2023-01-27 13:18:00,126_Proxima LTD_EUR,,Proxima LTD_EUR,,outcome,EUR,900,19.799999999999997,transfer to fx
2023-01-27 13:19:00,105_Mega Trade_USD,,Mega Trade_USD,,outcome,USD,500,12.5,transfer to fx
2023-01-27 13:25:00,122_Super Trader_USD,,Super Trader_USD,,outcome,USD,800,20.0,transfer to fx
2023-01-27 17:25:00,130_Mega Trade_EUR,,Mega Trade_EUR,,outcome,EUR,1000,22.0,transfer to fx
2023-01-27 17:26:00,111_Proxima LTD_USD,,Proxima LTD_USD,,outcome,USD,800,20.0,transfer to fx
2023-01-27 17:31:00,113_Super Trader_EUR,,Super Trader_EUR,,outcome,EUR,500,11.0,transfer to fx
2023-01-27 19:16:00,114_Super Trader_EUR,43.0,Super Trader_EUR,Green Field,income,EUR,4900,0.0,"INVOICE: deposit, Super Trader to EUR"
2023-01-27 19:18:00,115_Super Trader_EUR,,Super Trader_EUR,,outcome,EUR,700,15.399999999999999,transfer to fx
2023-01-27 19:20:00,127_Proxima LTD_EUR,,Proxima LTD_EUR,,outcome,EUR,800,17.599999999999998,transfer to fx
2023-01-27 19:22:00,106_Mega Trade_USD,,Mega Trade_USD,,outcome,USD,900,22.5,transfer to fx
2023-01-27 21:19:00,116_Super Trader_EUR,,Super Trader_EUR,,outcome,EUR,900,19.799999999999997,transfer to fx
2023-01-27 21:22:00,112_Proxima LTD_USD,,Proxima LTD_USD,,outcome,USD,700,17.5,transfer to fx
2023-01-27 21:25:00,107_Mega Trade_USD,,Mega Trade_USD,,outcome,USD,500,12.5,transfer to fx
2023-01-28 01:12:00,123_Super Trader_USD,,Super Trader_USD,,outcome,USD,800,20.0,transfer to fx
2023-01-28 01:15:00,108_Mega Trade_USD,,Mega Trade_USD,,outcome,USD,600,15.0,transfer to fx
2023-01-28 01:16:00,128_Proxima LTD_EUR,,Proxima LTD_EUR,,outcome,EUR,500,11.0,transfer to fx
2023-01-28 04:22:00,109_Mega Trade_USD,43.0,Mega Trade_USD,Gold Fix,income,USD,4800,0.0,"INVOICE: deposit, Mega Trade to USD"
2023-01-28 04:24:00,113_Proxima LTD_USD,45.0,Proxima LTD_USD,Gold Fix,income,USD,5400,0.0,"INVOICE: deposit, Proxima LTD to USD"
2023-01-28 04:24:00,110_Mega Trade_USD,,Mega Trade_USD,,outcome,USD,800,20.0,transfer to fx
2023-01-28 04:26:00,114_Proxima LTD_USD,,Proxima LTD_USD,,outcome,USD,900,22.5,transfer to fx
2023-01-28 04:27:00,124_Super Trader_USD,,Super Trader_USD,,outcome,USD,500,12.5,transfer to fx
2023-01-28 08:25:00,117_Super Trader_EUR,,Super Trader_EUR,,outcome,EUR,900,19.799999999999997,transfer to fx
2023-01-28 08:30:00,115_Proxima LTD_USD,,Proxima LTD_USD,,outcome,USD,800,20.0,transfer to fx
2023-01-28 08:30:00,131_Mega Trade_EUR,,Mega Trade_EUR,,outcome,EUR,600,13.2,transfer to fx
2023-01-28 11:12:00,129_Proxima LTD_EUR,,Proxima LTD_EUR,,outcome,EUR,1000,22.0,transfer to fx
2023-01-28 11:19:00,125_Super Trader_USD,,Super Trader_USD,,outcome,USD,700,17.5,transfer to fx
2023-01-28 11:26:00,111_Mega Trade_USD,,Mega Trade_USD,,outcome,USD,700,17.5,transfer to fx
2023-01-28 13:11:00,126_Super Trader_USD,,Super Trader_USD,,outcome,USD,1000,25.0,transfer to fx
2023-01-28 13:17:00,116_Proxima LTD_USD,,Proxima LTD_USD,,outcome,USD,1000,25.0,transfer to fx
2023-01-28 13:17:00,112_Mega Trade_USD,,Mega Trade_USD,,outcome,USD,600,15.0,transfer to fx
2023-01-28 16:19:00,130_Proxima LTD_EUR,,Proxima LTD_EUR,,outcome,EUR,600,13.2,transfer to fx
2023-01-28 16:20:00,132_Mega Trade_EUR,,Mega Trade_EUR,,outcome,EUR,1000,22.0,transfer to fx
2023-01-28 16:24:00,127_Super Trader_USD,,Super Trader_USD,,outcome,USD,500,12.5,transfer to fx
2023-01-28 18:22:00,131_Proxima LTD_EUR,,Proxima LTD_EUR,,outcome,EUR,500,11.0,transfer to fx
2023-01-28 18:24:00,133_Mega Trade_EUR,53.0,Mega Trade_EUR,Gold Fix,income,EUR,5600,0.0,"INVOICE: deposit, Mega Trade to EUR"
2023-01-28 18:26:00,134_Mega Trade_EUR,,Mega Trade_EUR,,outcome,EUR,800,17.599999999999998,transfer to fx
2023-01-28 18:28:00,128_Super Trader_USD,47.0,Super Trader_USD,Gold Fix,income,USD,6000,0.0,"INVOICE: deposit, Super Trader to USD"
2023-01-28 18:30:00,129_Super Trader_USD,,Super Trader_USD,,outcome,USD,1000,25.0,transfer to fx
2023-01-28 20:26:00,113_Mega Trade_USD,,Mega Trade_USD,,outcome,USD,500,12.5,transfer to fx
2023-01-28 20:32:00,130_Super Trader_USD,,Super Trader_USD,,outcome,USD,1000,25.0,transfer to fx
2023-01-28 20:36:00,132_Proxima LTD_EUR,,Proxima LTD_EUR,,outcome,EUR,700,15.399999999999999,transfer to fx
2023-01-29 00:30:00,133_Proxima LTD_EUR,,Proxima LTD_EUR,,outcome,EUR,700,15.399999999999999,transfer to fx
2023-01-29 00:33:00,118_Super Trader_EUR,,Super Trader_EUR,,outcome,EUR,900,19.799999999999997,transfer to fx
2023-01-29 00:40:00,135_Mega Trade_EUR,,Mega Trade_EUR,,outcome,EUR,500,11.0,transfer to fx
2023-01-29 02:37:00,136_Mega Trade_EUR,,Mega Trade_EUR,,outcome,EUR,900,19.799999999999997,transfer to fx
2023-01-29 02:41:00,131_Super Trader_USD,,Super Trader_USD,,outcome,USD,1000,25.0,transfer to fx
2023-01-29 02:48:00,134_Proxima LTD_EUR,,Proxima LTD_EUR,,outcome,EUR,900,19.799999999999997,transfer to fx
2023-01-29 06:53:00,135_Proxima LTD_EUR,45.0,Proxima LTD_EUR,Green Field,income,EUR,4900,0.0,"INVOICE: deposit, Proxima LTD to EUR"
2023-01-29 06:54:00,114_Mega Trade_USD,,Mega Trade_USD,,outcome,USD,900,22.5,transfer to fx
2023-01-29 06:55:00,136_Proxima LTD_EUR,,Proxima LTD_EUR,,outcome,EUR,700,15.399999999999999,transfer to fx
2023-01-29 06:57:00,119_Super Trader_EUR,,Super Trader_EUR,,outcome,EUR,1000,22.0,transfer to fx
2023-01-29 08:48:00,137_Proxima LTD_EUR,,Proxima LTD_EUR,,outcome,EUR,500,11.0,transfer to fx
2023-01-29 08:52:00,132_Super Trader_USD,,Super Trader_USD,,outcome,USD,700,17.5,transfer to fx
2023-01-29 08:58:00,115_Mega Trade_USD,,Mega Trade_USD,,outcome,USD,800,20.0,transfer to fx
2023-01-29 11:33:00,138_Proxima LTD_EUR,,Proxima LTD_EUR,,outcome,EUR,800,17.599999999999998,transfer to fx
2023-01-29 11:38:00,120_Super Trader_EUR,,Super Trader_EUR,,outcome,EUR,500,11.0,transfer to fx
2023-01-29 11:45:00,137_Mega Trade_EUR,,Mega Trade_EUR,,outcome,EUR,1000,22.0,transfer to fx
2023-01-29 13:40:00,116_Mega Trade_USD,,Mega Trade_USD,,outcome,USD,500,12.5,transfer to fx
2023-01-29 13:46:00,121_Super Trader_EUR,55.0,Super Trader_EUR,Gold Fix,income,EUR,8000,0.0,"INVOICE: deposit, Super Trader to EUR"
2023-01-29 13:48:00,122_Super Trader_EUR,,Super Trader_EUR,,outcome,EUR,1000,22.0,transfer to fx
2023-01-29 13:50:00,117_Proxima LTD_USD,,Proxima LTD_USD,,outcome,USD,600,15.0,transfer to fx
2023-01-29 17:45:00,117_Mega Trade_USD,45.0,Mega Trade_USD,Green Field,income,USD,3000,0.0,"INVOICE: deposit, Mega Trade to USD"
2023-01-29 17:47:00,118_Mega Trade_USD,,Mega Trade_USD,,outcome,USD,500,12.5,transfer to fx
2023-01-29 17:50:00,133_Super Trader_USD,,Super Trader_USD,,outcome,USD,900,22.5,transfer to fx
2023-01-29 17:55:00,139_Proxima LTD_EUR,,Proxima LTD_EUR,,outcome,EUR,800,17.599999999999998,transfer to fx
2023-01-29 22:02:00,138_Mega Trade_EUR,,Mega Trade_EUR,,outcome,EUR,700,15.399999999999999,transfer to fx
2023-01-29 22:02:00,118_Proxima LTD_USD,,Proxima LTD_USD,,outcome,USD,500,12.5,transfer to fx
2023-01-29 22:06:00,123_Super Trader_EUR,,Super Trader_EUR,,outcome,EUR,900,19.799999999999997,transfer to fx
2023-01-29 23:47:00,140_Proxima LTD_EUR,,Proxima LTD_EUR,,outcome,EUR,1000,22.0,transfer to fx
2023-01-29 23:52:00,134_Super Trader_USD,,Super Trader_USD,,outcome,USD,1000,25.0,transfer to fx
2023-01-29 23:59:00,119_Mega Trade_USD,,Mega Trade_USD,,outcome,USD,900,22.5,transfer to fx
2023-01-30 03:51:00,139_Mega Trade_EUR,,Mega Trade_EUR,,outcome,EUR,1000,22.0,transfer to fx
2023-01-30 03:54:00,135_Super Trader_USD,,Super Trader_USD,,outcome,USD,500,12.5,transfer to fx
2023-01-30 03:57:00,141_Proxima LTD_EUR,,Proxima LTD_EUR,,outcome,EUR,800,17.599999999999998,transfer to fx
2023-01-30 07:03:00,119_Proxima LTD_USD,,Proxima LTD_USD,,outcome,USD,800,20.0,transfer to fx
2023-01-30 07:04:00,120_Mega Trade_USD,,Mega Trade_USD,,outcome,USD,900,22.5,transfer to fx
2023-01-30 07:09:00,124_Super Trader_EUR,,Super Trader_EUR,,outcome,EUR,800,17.599999999999998,transfer to fx
2023-01-30 08:58:00,121_Mega Trade_USD,,Mega Trade_USD,,outcome,USD,500,12.5,transfer to fx
2023-01-30 09:03:00,125_Super Trader_EUR,,Super Trader_EUR,,outcome,EUR,1000,22.0,transfer to fx
2023-01-30 09:07:00,120_Proxima LTD_USD,,Proxima LTD_USD,,outcome,USD,800,20.0,transfer to fx
2023-01-30 12:51:00,121_Proxima LTD_USD,47.0,Proxima LTD_USD,Green Field,income,USD,3000,0.0,"INVOICE: deposit, Proxima LTD to USD"
2023-01-30 12:53:00,122_Proxima LTD_USD,,Proxima LTD_USD,,outcome,USD,500,12.5,transfer to fx
2023-01-30 12:58:00,136_Super Trader_USD,,Super Trader_USD,,outcome,USD,600,15.0,transfer to fx
2023-01-30 13:03:00,122_Mega Trade_USD,49.0,Mega Trade_USD,Gold Fix,income,USD,5600,0.0,"INVOICE: deposit, Mega Trade to USD"
2023-01-30 13:05:00,123_Mega Trade_USD,,Mega Trade_USD,,outcome,USD,700,17.5,transfer to fx
2023-01-30 16:46:00,140_Mega Trade_EUR,,Mega Trade_EUR,,outcome,EUR,600,13.2,transfer to fx
2023-01-30 16:50:00,126_Super Trader_EUR,,Super Trader_EUR,,outcome,EUR,800,17.599999999999998,transfer to fx
2023-01-30 16:55:00,123_Proxima LTD_USD,,Proxima LTD_USD,,outcome,USD,500,12.5,transfer to fx
2023-01-30 18:55:00,127_Super Trader_EUR,,Super Trader_EUR,,outcome,EUR,700,15.399999999999999,transfer to fx
2023-01-30 19:01:00,142_Proxima LTD_EUR,47.0,Proxima LTD_EUR,Green Field,income,EUR,8000,0.0,"INVOICE: deposit, Proxima LTD to EUR"
2023-01-30 19:02:00,141_Mega Trade_EUR,57.0,Mega Trade_EUR,Gold Fix,income,EUR,6400,0.0,"INVOICE: deposit, Mega Trade to EUR"
2023-01-30 19:03:00,143_Proxima LTD_EUR,,Proxima LTD_EUR,,outcome,EUR,1000,22.0,transfer to fx
2023-01-30 19:04:00,142_Mega Trade_EUR,,Mega Trade_EUR,,outcome,EUR,800,17.599999999999998,transfer to fx
2023-01-30 23:05:00,143_Mega Trade_EUR,,Mega Trade_EUR,,outcome,EUR,800,17.599999999999998,transfer to fx
2023-01-30 23:10:00,128_Super Trader_EUR,,Super Trader_EUR,,outcome,EUR,900,19.799999999999997,transfer to fx
2023-01-30 23:13:00,124_Proxima LTD_USD,,Proxima LTD_USD,,outcome,USD,900,22.5,transfer to fx
2023-01-31 03:11:00,137_Super Trader_USD,51.0,Super Trader_USD,Gold Fix,income,USD,4000,0.0,"INVOICE: deposit, Super Trader to USD"
2023-01-31 03:13:00,138_Super Trader_USD,,Super Trader_USD,,outcome,USD,500,12.5,transfer to fx
2023-01-31 03:16:00,125_Proxima LTD_USD,,Proxima LTD_USD,,outcome,USD,800,20.0,transfer to fx
2023-01-31 03:16:00,124_Mega Trade_USD,,Mega Trade_USD,,outcome,USD,800,20.0,transfer to fx
2023-01-31 05:08:00,139_Super Trader_USD,,Super Trader_USD,,outcome,USD,500,12.5,transfer to fx
2023-01-31 05:13:00,125_Mega Trade_USD,,Mega Trade_USD,,outcome,USD,1000,25.0,transfer to fx
2023-01-31 05:15:00,144_Proxima LTD_EUR,,Proxima LTD_EUR,,outcome,EUR,800,17.599999999999998,transfer to fx
2023-01-31 09:07:00,145_Proxima LTD_EUR,,Proxima LTD_EUR,,outcome,EUR,900,19.799999999999997,transfer to fx
2023-01-31 09:10:00,126_Mega Trade_USD,,Mega Trade_USD,,outcome,USD,1000,25.0,transfer to fx
2023-01-31 09:14:00,140_Super Trader_USD,,Super Trader_USD,,outcome,USD,500,12.5,transfer to fx
2023-01-31 12:56:00,126_Proxima LTD_USD,53.0,Proxima LTD_USD,Gold Fix,income,USD,4900,0.0,"INVOICE: deposit, Proxima LTD to USD"
2023-01-31 12:58:00,127_Proxima LTD_USD,,Proxima LTD_USD,,outcome,USD,700,17.5,transfer to fx
2023-01-31 13:00:00,127_Mega Trade_USD,,Mega Trade_USD,,outcome,USD,1000,25.0,transfer to fx
2023-01-31 13:03:00,141_Super Trader_USD,,Super Trader_USD,,outcome,USD,600,15.0,transfer to fx
2023-01-31 16:51:00,128_Proxima LTD_USD,,Proxima LTD_USD,,outcome,USD,600,15.0,transfer to fx
2023-01-31 16:53:00,128_Mega Trade_USD,,Mega Trade_USD,,outcome,USD,600,15.0,transfer to fx
2023-01-31 16:57:00,142_Super Trader_USD,,Super Trader_USD,,outcome,USD,500,12.5,transfer to fx
2023-01-31 19:37:00,146_Proxima LTD_EUR,,Proxima LTD_EUR,,outcome,EUR,600,13.2,transfer to fx
2023-01-31 19:43:00,129_Super Trader_EUR,,Super Trader_EUR,,outcome,EUR,1000,22.0,transfer to fx
2023-01-31 19:47:00,144_Mega Trade_EUR,,Mega Trade_EUR,,outcome,EUR,600,13.2,transfer to fx
2023-01-31 22:41:00,129_Mega Trade_USD,,Mega Trade_USD,,outcome,USD,900,22.5,transfer to fx
2023-01-31 22:41:00,147_Proxima LTD_EUR,,Proxima LTD_EUR,,outcome,EUR,600,13.2,transfer to fx
2023-01-31 22:47:00,143_Super Trader_USD,,Super Trader_USD,,outcome,USD,500,12.5,transfer to fx
2023-02-01 00:23:00,148_Proxima LTD_EUR,,Proxima LTD_EUR,,outcome,EUR,900,19.799999999999997,transfer to fx
2023-02-01 00:29:00,130_Super Trader_EUR,,Super Trader_EUR,,outcome,EUR,500,11.0,transfer to fx
2023-02-01 00:35:00,145_Mega Trade_EUR,,Mega Trade_EUR,,outcome,EUR,800,17.599999999999998,transfer to fx
2023-02-01 02:18:00,146_Mega Trade_EUR,,Mega Trade_EUR,,outcome,EUR,900,19.799999999999997,transfer to fx
2023-02-01 02:19:00,149_Proxima LTD_EUR,,Proxima LTD_EUR,,outcome,EUR,1000,22.0,transfer to fx
2023-02-01 02:23:00,131_Super Trader_EUR,49.0,Super Trader_EUR,Green Field,income,EUR,8000,0.0,"INVOICE: deposit, Super Trader to EUR"
2023-02-01 02:25:00,132_Super Trader_EUR,,Super Trader_EUR,,outcome,EUR,1000,22.0,transfer to fx
2023-02-01 05:25:00,130_Mega Trade_USD,55.0,Mega Trade_USD,Gold Fix,income,USD,3500,0.0,"INVOICE: deposit, Mega Trade to USD"
2023-02-01 05:27:00,131_Mega Trade_USD,,Mega Trade_USD,,outcome,USD,500,12.5,transfer to fx
2023-02-01 05:29:00,144_Super Trader_USD,,Super Trader_USD,,outcome,USD,500,12.5,transfer to fx
2023-02-01 05:35:00,150_Proxima LTD_EUR,,Proxima LTD_EUR,,outcome,EUR,700,15.399999999999999,transfer to fx
2023-02-01 09:30:00,132_Mega Trade_USD,,Mega Trade_USD,,outcome,USD,600,15.0,transfer to fx
2023-02-01 09:36:00,145_Super Trader_USD,49.0,Super Trader_USD,Green Field,income,USD,8000,0.0,"INVOICE: deposit, Super Trader to USD"
2023-02-01 09:38:00,146_Super Trader_USD,,Super Trader_USD,,outcome,USD,1000,25.0,transfer to fx
2023-02-01 09:42:00,129_Proxima LTD_USD,,Proxima LTD_USD,,outcome,USD,500,12.5,transfer to fx
2023-02-01 12:27:00,151_Proxima LTD_EUR,,Proxima LTD_EUR,,outcome,EUR,900,19.799999999999997,transfer to fx
2023-02-01 12:32:00,147_Super Trader_USD,,Super Trader_USD,,outcome,USD,500,12.5,transfer to fx
2023-02-01 12:37:00,133_Mega Trade_USD,,Mega Trade_USD,,outcome,USD,900,22.5,transfer to fx
2023-02-01 15:25:00,130_Proxima LTD_USD,,Proxima LTD_USD,,outcome,USD,900,22.5,transfer to fx
2023-02-01 15:28:00,148_Super Trader_USD,,Super Trader_USD,,outcome,USD,900,22.5,transfer to fx
2023-02-01 15:32:00,134_Mega Trade_USD,,Mega Trade_USD,,outcome,USD,500,12.5,transfer to fx
2023-02-01 17:29:00,147_Mega Trade_EUR,,Mega Trade_EUR,,outcome,EUR,800,17.599999999999998,transfer to fx
2023-02-01 17:36:00,133_Super Trader_EUR,,Super Trader_EUR,,outcome,EUR,600,13.2,transfer to fx
2023-02-01 17:40:00,131_Proxima LTD_USD,,Proxima LTD_USD,,outcome,USD,1000,25.0,transfer to fx
2023-02-01 20:45:00,148_Mega Trade_EUR,,Mega Trade_EUR,,outcome,EUR,600,13.2,transfer to fx
2023-02-01 20:48:00,134_Super Trader_EUR,,Super Trader_EUR,,outcome,EUR,1000,22.0,transfer to fx
2023-02-01 20:52:00,132_Proxima LTD_USD,,Proxima LTD_USD,,outcome,USD,800,20.0,transfer to fx
2023-02-01 22:45:00,149_Mega Trade_EUR,,Mega Trade_EUR,,outcome,EUR,600,13.2,transfer to fx
2023-02-01 22:52:00,149_Super Trader_USD,,Super Trader_USD,,outcome,USD,800,20.0,transfer to fx
2023-02-01 22:56:00,133_Proxima LTD_USD,,Proxima LTD_USD,,outcome,USD,600,15.0,transfer to fx
2023-02-02 01:58:00,150_Super Trader_USD,,Super Trader_USD,,outcome,USD,1000,25.0,transfer to fx
2023-02-02 02:02:00,135_Mega Trade_USD,,Mega Trade_USD,,outcome,USD,700,17.5,transfer to fx
2023-02-02 02:02:00,152_Proxima LTD_EUR,,Proxima LTD_EUR,,outcome,EUR,700,15.399999999999999,transfer to fx
2023-02-02 06:00:00,135_Super Trader_EUR,,Super Trader_EUR,,outcome,EUR,700,15.399999999999999,transfer to fx
2023-02-02 06:04:00,134_Proxima LTD_USD,51.0,Proxima LTD_USD,Green Field,income,USD,3500,0.0,"INVOICE: deposit, Proxima LTD to USD"
2023-02-02 06:05:00,136_Mega Trade_USD,57.0,Mega Trade_USD,Gold Fix,income,USD,6400,0.0,"INVOICE: deposit, Mega Trade to USD"
2023-02-02 06:06:00,135_Proxima LTD_USD,,Proxima LTD_USD,,outcome,USD,500,12.5,transfer to fx
2023-02-02 06:07:00,137_Mega Trade_USD,,Mega Trade_USD,,outcome,USD,800,20.0,transfer to fx
2023-02-02 08:57:00,138_Mega Trade_USD,,Mega Trade_USD,,outcome,USD,1000,25.0,transfer to fx
2023-02-02 08:57:00,136_Proxima LTD_USD,,Proxima LTD_USD,,outcome,USD,800,20.0,transfer to fx
2023-02-02 09:00:00,151_Super Trader_USD,,Super Trader_USD,,outcome,USD,800,20.0,transfer to fx
2023-02-02 12:50:00,153_Proxima LTD_EUR,51.0,Proxima LTD_EUR,Green Field,income,EUR,6300,0.0,"INVOICE: deposit, Proxima LTD to EUR"
2023-02-02 12:52:00,154_Proxima LTD_EUR,,Proxima LTD_EUR,,outcome,EUR,900,19.799999999999997,transfer to fx
2023-02-02 12:55:00,136_Super Trader_EUR,,Super Trader_EUR,,outcome,EUR,1000,22.0,transfer to fx
2023-02-02 13:00:00,150_Mega Trade_EUR,,Mega Trade_EUR,,outcome,EUR,600,13.2,transfer to fx
2023-02-02 15:54:00,151_Mega Trade_EUR,53.0,Mega Trade_EUR,Green Field,income,EUR,4200,0.0,"INVOICE: deposit, Mega Trade to EUR"
2023-02-02 15:56:00,152_Mega Trade_EUR,,Mega Trade_EUR,,outcome,EUR,700,15.399999999999999,transfer to fx
2023-02-02 15:58:00,137_Super Trader_EUR,,Super Trader_EUR,,outcome,EUR,900,19.799999999999997,transfer to fx
2023-02-02 16:03:00,137_Proxima LTD_USD,,Proxima LTD_USD,,outcome,USD,500,12.5,transfer to fx
2023-02-02 18:55:00,138_Proxima LTD_USD,,Proxima LTD_USD,,outcome,USD,800,20.0,transfer to fx
2023-02-02 19:01:00,138_Super Trader_EUR,,Super Trader_EUR,,outcome,EUR,900,19.799999999999997,transfer to fx
